,0
659,all d best @boxervijender for ur first pro fight tmrw . wl watch n cheer .
660,Here is a picture that was taken while training. http://t.co/z9pVIETX6u
661,Watch the first song of Prem Ratan Dhan Payo #PremLeela http://t.co/5FOpjEcaZA #PRDPNov12
662,wow happy. Hope the movie does well. God bless
663,the kid who played my bacchpan in judwa omkaar is in it.N also jai paji who used to b a fighter then action director his son  @mesunnysingh
664,"Was watching promo of Pyaar ka punchnama, hahahah! Glad to see @sonnalliseygall, did the thumsup advt vit her sm time ago. happy for her."
665,Congratulations to Sunil for his new Fitness show. https://t.co/ycFNmmVVNW
666,"Gonna see SIB , heard  it's  funny.  dint know prdp trailer released vit S I B. Frm the promos akki is looking really good  n so is Amy."
667,Catch the #PRDPtrailer across the Star network tonight at 8.59pm
668,#PRDPtrailer link - https://t.co/YLoUXTmJk0
669,This is one of the most beautiful film that Sooraj/Rajshri &amp; me have done together in every aspect. The trailer will convey #PRDPtrailer
670,"PRDP is for everyone with family &amp;wanting to have one. Sabke Families mein problem hoti hai,lekin woh khush naseeb hai jinki family hoti ha"
671,Prem Ratan Dhan Payo Posted #PremRatanDhanPayo @prdp @rajshri http://t.co/ZSoGGak6Xz
672,प्रेम रतन धन पायो पोस्टेड #PremRatanDhanPayo @prdp @rajshri http://t.co/tQswckSEsf
673,Prem Ratan Dhan Payo Posted #PremRatanDhanPayo @prdp @rajshri http://t.co/hRpbfDYt0k
674,all the best PC . do watch it guys . #quantico @priyankachopra
675,Oh acchha on 3rd oct .
676,Arre sorry pc se mera matlab was priyanka Chopra .
677,Wen is pc's show releasing in India guys ?
678,Good afternoon. Welcoming Sooraj Barjatya's Prem again #PremRatanDhanPayo @Rajshri @foxstarhindi http://t.co/QA9IAa02k4
679,Swaagat nahin karoge @mumbaifilmfest ka? Where India Celebrates Cinema.Register at: http://t.co/8qXcty7Fa9 #JioMAMI http://t.co/lHTQgfF0XZ
680,"Creed Releasing on 25th Nov @TheSlystallone Looks Amazing as always 

https://t.co/h2xADQjljD"
681,http://t.co/QWypRAoiUd.
682,Some ppl click pics with me and then misuse them. This is not okay.
683,A fake Facebook page claims that I am casting for a film. Beware of fakes and rumors. Neither me nor my managers are casting for any project
684,Chalo list banao . https://t.co/wbQ2fxw2Vk
685,"RT @rajcheerfull: #BREAKING To all @BiggBoss &amp; @BeingSalmanKhan fans here's the first look of #biggboss9 
http://t.co/p6Qmmd0XoB Coming thi…"
686,Thank you. Appreciate it. Retweeting my other fans. https://t.co/04qIKla57X
687,Wishing #teamindia all the best for the #Hwc2015 . Heard the girls r playing very well @slumsoccer http://t.co/isNVY783Ck
688,Signed some tickets of @HeroTheFilm that you had sent . Keep sending . Will sign more tomorrow . tag #HeroKaTicket http://t.co/yJfpNfgXr3
689,Pls vote for my friends Dimitri Vegas and Like Mike as 1Artist/Group on http://t.co/eeaD7ycwDY
690,"Thank u for all the compliments on suraj baba and athiya for songs, dances n action of hero. Appreciate it."
691,"Collections superb , whole team of hero super happy vit em. Wld not have been possible vit out u going to see it. Thank u."
692,Thanks to the people who hv gone to see Hero n welcomed suraj n athiya in the film world n all those who r going to see it . Lots of respect
693,"and if you don’t know where the post office is, toh ask your mom."
694,this is the original way to mail. this is how it was before email and messaging and all.
695,"Send your ticket(s) to P.O. Box 9808 Bandra (w) post office, Mumbai 4000050. Apna naam, address aur twitter handle bhi likhna."
696,Watch Hero. Send me your ticket. I will sign 100 tickets. One of them could be yours.
697,"Welcome them into the film world vit open arms vit enjoying them, supporting, encouraging them in cinemas vit cetees n taali's #herotomorrow"
698,"Friends families , family friends hai family. http://t.co/vwF0la7A4L"
699,Bigg boss season 9 is mine . #biggboss9 promo shoot . @rajcheerfull @ColorsTV http://t.co/kr6Gflxf2U
700,RT @rajcheerfull: Colors welcomes #BhajrangiBhaijaan  @BeingSalmanKhan to #biggboss9 Presented by @Snapdeal Powered by @Oppomobileindia Thi…
701,Watch #OKhuda http://t.co/w51aDZcDPq
702,Watch @HeroTheFilm's next track- #OKhudaOutTomorrow at 12 pm. http://t.co/JRuF385cOE
703,Happy bday @iamnagarjuna #AAA &amp; best of luck for future @akhilakkineni8 &amp; Sayyeshaa #thelegacyliveson Watch the promo http://t.co/9r0wjKSEbX
704,Vote for my friends and favourite musicians 'Dimitri Vegas &amp; Like Mike’ as 1 artist/group on http://t.co/eeaD7ycwDY @dimitrivegas @likemike
705,"Watch mere heroes,  @soorajpancholi9  and @theathiyashetty  ki mind blowing chemistry in #KhoyaKhoya   http://t.co/CFvhQuw9ya"
706,HERO ke agle gaane ke liye tayaar? Love is in the air @soorajpancholi9 @theathiyashetty #KhoyaKhoya Tomorrow at 11am http://t.co/gFJun9d3Oj
707,"Logon this is the logo of PRDP, matlab Prem Ratan Dhan Payo. Coming this Diwali http://t.co/cAdWPAAxmT"
708,How sweet :)  https://t.co/ZipNsBP8kX
709,Kick n bajrangi bhaijaan k baad nawaz ki film Manjhi release hogayi hai aaj wishing  @Nawazuddin_S n the team all the best n a big hit.
710,.@palakmuchhal3 has payed fr n completed 800 heart surgeries single handedly. Sooo proud of u palak.
711,Mere Heroes @soorajpancholi9 and @theathiyashetty in the heartbreak song of the year. http://t.co/tNBDwwcWPM #YadaanTeriyaanOutNow
712,No better joy than a reunion . http://t.co/eE6FRgVcCo
713,#HeroPoster2 for you… 11th Sept. ke liye taiyaar rehena http://t.co/8gELkorvxM
714,Inke baare main jald bataunga . http://t.co/HQjZGhfrZg
715,Will be putting up some tweets tonight .
716,Help 3 people . Also see Jai Ho now on Star Gold .
717,Happy independence day . Jai Ho!
718,The party's on . #DanceKeLegend  http://t.co/syM98cd1Z1
719,RT @theathiyashetty: Watch out for my #Hero @soorajpancholi9 in #DanceKeLegend 😍❤️ http://t.co/YHwiGBXsEQ
720,http://t.co/3MuNAh7pFe  #DanceKeLegendTeaser
721,"Now on You Tube . Enjoy . http://t.co/UK9VLP7lDb 
#MainHoonHeroTeraOnYT"
722,By popular demand . Schedule se ek din pehle . Dekho full gaana sirf hotstar par abhi . http://t.co/1I2NI5xfn6 #MainHoonHeroTera
723,2 of my fav actors in 1 film . @pulkitsamrat @riteishd #Bangistan
724,Amazing. http://t.co/LBy559axAT
725,"Yeh dekho http://t.co/jL4wBrUXkm . Special preview on 7th Aug at 8:59pm IST on Star Network, Star Gold &amp; Hotstar . #MainHoonHeroTeraTeaser"
726,"Being Human clothing is now available in Jaipur, Kolhapur, Lucknow, Mohali and Rajkot.

http://t.co/xtS0modtwW"
727,http://t.co/tlJ62l6XH8
728,Watch bba in Jaanisar http://t.co/LNVR07gXZf
729,his last tweet . i salute him . https://t.co/UiTeUJeEbh
730,Kalam saab was an amazing teacher and also an amazing student . Yeh dekho .  https://t.co/dJvMBuz9F7
731,I will miss Kalam saab . India will miss him . https://t.co/dAq8FMcnVL
732,"when ur heart says you should meet someone, don't delay. i always wanted to meet Kalam saab and i should have made the effort . my loss ."
733,"ek scientist tha, hai aur rahega . His teachings will always be with us ."
734,Kalam saab was an amazing teacher and in his last tweet he said he is on his way to iim .
735,"as scientist and as President , Kalam saab was a true inspiration for many generations of Indians ."
736,never had the opportunity to meet kalam saab but always loved and respected him .
737,I also strongly condemn those who are claiming my tweets are anti religious. I have always said I respect all faiths and I always will.
738,I would like to unconditionally apologise for any misunderstanding I may have created unintentionally.
739,My dad called &amp; said I should retract my tweets as they have the potential to create misunderstanding. I here by retract them.
740,Many lives were lost in the Mumbai blasts. And I have repeatedly said the loss of one innocent life is equal to the loss of all humanity.
741,I have not said or implied that Yakub Memon is innocent. I have complete faith in the judicial system of our country.
742,I had tweeted that Tiger Memon should hang for his crimes and I stand by it. What i also said is that Yakub Memon should not hang for him.
743,i love you too:                               https://t.co/3n0OatimUM
744,Bajrangi Bhaijaan is tax free in UP . We thank the Govt of Uttar Pradesh . @yadavakhilesh
745,"Must read. Geography with Bajrangi Bhaijaan.

http://t.co/ORpLzBqVKP http://t.co/5IT854CdBY"
746,Enjoy eid
747,RAEESSSSSSS ah raha hai. Filhaal teaser  dekho aur enjoy karo behaad
748,Aah raha hai.
749,S
750,E
751,A
752,R
753,"Watch the All for Hope campaign by my Friends at Fortis @fortis_hospital

#AllForHope #HandsOfHope - http://t.co/sPNPhmLzYG"
754,Wld lv n respect if the leaders of Indo-Pak see Bajrangi Bhaijaan bcoz lv for children is above all boundaries   @narendramodi #nawazsharif
755,Thanku Pakistan censor board for your generosity http://t.co/LoeygABesz
756,Shaant raho bacho aur dekho Hero ka trailer Bajrangi Bhaijaan mein #HeroWithBB. Samje ki nahi?
757,Apne callers ko greet karo meri awaaz mein . Goto http://t.co/xPc7sG5EYA
758,v r spkg to http://t.co/rSI5iV2DRq for worldwide delivery. coming soon .
759,"Promise kiya tha . Overseas fans ke like official Bajragi Bhaijaan pendant . Ab Dubai mein avlbl at PNG Jewellers, Meena Bazaar ."
760,Ye raha trailer .. http://t.co/N91Kgbkk0F #herotrailer
761,http://t.co/uKJD682H1g
762,Poster accha laga? Now follow my heroes @soorajpancholi9 @THEATHIYASHETTY come back tom at 5pm to catch the Trailer! #HeroPoster
763,"For overseas fans who want the official pendant, we hear you. Pls wait till Wednesday for details."
764,"The official Bajrangi Bhaijaan pendant. avlbl only at PNG, Silvostyle &amp; Being Human stores in India and at amazon.in http://t.co/pmHLwmupGx"
765,Always hv n vil  respect all faiths  arre  have them all in my own house under 1 roof   .
766,"anti religious msg's doing the rounds using my name don't believe these rumors, not true at all Informed the police, they r taking action."
767,The play is called. MERA VO MATLAB NAHI THA. Nena gupta rakesh bedi r outstanding too. For any further info tweet @anupampkher.
768,"Oh ho oh ho  wat an amazing play @anupampkher is fantastic in it, it's jst superb n now he is showing in U S frm the 7th august , must watch"
769,4pm baje karenge . direct baat mere saath .
770,3.30pm today .. be there ! https://t.co/haeMfk4mGA http://t.co/t1mnX3VdT9
771,Yeh Lo! #ZindagiKuchTohBata mein http://t.co/qCuYjn87N7
772,Live Q&amp;A kal . Mere FB page par - 3.30pm http://t.co/PjxohwzFoa
773,"Party toh hogayi, now watch the journey of Pavan and Munni. #ZindagiKuchTohBata Tomorrow morning at 11am . http://t.co/VsyaDyz53L"
774,Missed IIFA this time in Malaysia . Will catch up tonight .
775,Yeh dekho . http://t.co/pDWXXWpIUg
776,Next tweet is a link at 7.59pm. Get linked with Bajrangi Bhaijaan
777,Tayyar ho #AajKiParty ke liye? http://t.co/f52osXaJRO
778,Back off… HERO coming on 4th September @HeroTheFilm http://t.co/TyqZOcDQxr
779,Is mahine ke Nominations for #SwachhBharat . Before aur After ke bhejo videos yaha . https://t.co/hemBmbRvcR
780,Launching Kabir Khan Out of space in Bajrangi Bhaijaan squekil one and half  http://t.co/TK9wRBYZAi
781,Yeh Lo .. http://t.co/UgDTP8tRCF
782,#BharDoJholiMeri aa raha hai jald hi @AdnanSamiLive ki awaaz mein http://t.co/bxj967uRdD
783,Guess in whose voice .
784,My favorite song coming soon in ... voice.
785,"https://t.co/TViKwhrRmk
 Link itself explanatory"
786,"My dad strongest. Salim khan(dullu) urff prince Saleem the original bajrangi bhaijaan, happy father's day daddy. http://t.co/UShuo4vHPQ"
787,"U r absolutely right. Any body can dance n wen u dancing the second time around u get a lot better .I  Think ABCD2 vil Rock, smile varun."
788,Wat?
789,Can
790,Body
791,Any
792,2
793,C
794,B
795,A
796,Ramadan mubarakh ho
797,"टीज़र, गाना, ट्रेलर... अब एक और गाना.  रोमॅन्स भरा आपके लिए ... http://t.co/db6OI3fiJd"
798,Teaser. Gaana. Trailer. Ab ek aur gaana. Filled with Romance. Aapke liye http://t.co/db6OI3fiJd
799,आप भी क्या याद रखोगे . http://t.co/klo82chFXh #BajrangiBhaijaanTrailer
800,Aap Bhi kya Yaad rakhoge . http://t.co/klo82chFXh #BajrangiBhaijaanTrailer
801,30 सेकेंड्स लगते है चलते हुए घर के लिए . पहुच कर अपलोड करता हू ...
802,It's a 30 second long walk!! Will upload when I reach home..
803,"ना 3G है, ना Wi-Fi, और ना ही कोई Internet यहा पर .. इसलिए अपलोड नही करूंगा.."
804,Oh ho.. No 3G.. No wifi.. Not Internet at all.. So not uploading...
805,प्रोमो टाइम पर रेडी हो गया ..  जल्द आ रहा है ..
806,Promo just gotten ready in time.. Coming up..
807,माफ़ करना दोस्तो प्रोमो रेडी नही है .
808,Sorry guys Promo not ready yet .
809,"याद दिलानेके लिए शुक्रिया, भूल ही गया था."
810,Thank you guys for reminding me almost forgot.
811,"So today at 5 pm, till then TC. :)"
812,At 5pm I am tweeting The Bajrangi trailer #BBTrailerAt5pm http://t.co/j1F8TjCchG
813,"If I forget, remind kardena plz around 4 ya 4.30."
814,http://t.co/tNtS8f7pug
815,Vashi ka toll on hai.
816,@bbthiseid #1daytogoforBajrangiBhaijaanTrailer  اور یه رهاپوسٹر اُردومیں http://t.co/C6EAkn8uCY
817,वादे के मुताबिक यह रहा बजरंगी भाईजान @bbthiseid का पोस्टर हिन्दी में भी. #1daytogoforBajrangiBhaijaanTrailer http://t.co/RB6Fhl0qif
818,Bajrangi bhaijaan http://t.co/6jW47ZD5zA
819,"To know more about me and my movies , here's what you have to do!  http://t.co/IwyCzsshRW #2daystogoforBajrangiBhaijaanTrailer @BBThisEid"
820,#3daystogoforBajrangiBhaijaanTrailer @BBThisEid http://t.co/kHYJHEbQdV
821,Aree Kaha toh tha Glimpse tha ;)
822,Aaj Dus Baje . Glimpse of something special .
823,My Lucky's new Movie Bezubaan Ishq song https://t.co/k50iSISK3P
824,Read this. No 1 has done this to us but our self's. http://t.co/Iqu06s7onO
825,Challo tweets khatam. So jao ya appna kaam karo. B happy
826,"Aap k bhai ki Tarah baat kar raha hoon , toh aab bhai ki baat sunno. Vo he kahraha hoon jo aap k apno ne kaha hai aur  apno se bologay"
827,Aur twitter walon mein itni samaj nahi hai k abusive language band kar le? Baccha baccha twitter pe hai. Hamare aur aap k bhi. Samajeh?
828,"Agar reply karna ho toh Sirif week end pe karo. Jab koi kaam nahi ho, jab kuch nahi karne ko ho, aur kuch nahi karne ko kyun ho? B busy guys"
829,"I understand hero, fan, bhai, sister, beta, love, concern respect, worry, Sab Theek hai. My problem is that, how that instant reply? Y?"
830,"Wen I am absolutely free, I tweet n as soon as I tweet I see trending, retweets etc, Itna time hai Sab k pass kya? Kyun hai Itna time?"
831,"don't waste your time n energy on this stupid negativity or even the compliments, go n make your own life n b happy. Kasaam se"
832,"I wld b the happiest man if u have no time to follow me, b on twitter, reply, etc  n make your life n b your own hero. Yeh Sab jhoul hai"
833,"Don't waste your time on these  bakwass  things . not important, important is  that u r so busy that u don't have any time for this rubbish"
834,"Who don't agree, don't follow. Ek accha medium ek zariya ek connect ko barbaad mat karo. Opinion Dena hai toh respect se, our OWN kar k do."
835,Buss challo khyaal rakho n aapna level badhao.
836,"Sooch samaj k Kal jawaab Dena. Phir decide karoonga k I wanna b here or not, aur guaranty hai k Sab aap k stars vil say the same."
837,"Sharukh n amir hate it oo. N for my fans don't let me dwn. Srk n amir khan r my friend toh buss. Bhad mein gaya No 1,2,3. Samjhe kya?"
838,Don't even need to tweet all this but wanted to so that u understand it's not cool fr u fans to fight vit each other.
839,"Ek toh vaise bhi kum tweet Karta hoon, nahi karne pe majboor mat karo. Nahi that twitter pe nahi hoonga phir se, kaunsi Badi baat hai"
840,Have come here so v can grow together b happy n if me n my colleges r creating a darrar between fans then it's not wort it.
841,Yahaan pe koi compete karne k liyeh nahi aah ya hoon k kiss k followers zyada hai aur Kaun mere doston n competitors ko Gira raha hai.
842,"I vil not b on this social net work any more. Bus khallas, khatam, wanna follow me n want me to b here to Pyar mohobbat se raho. Or I am out"
843,How rich in culture n respect v were. Kya ho gaya yaar. Itni nafrat Pyar mein kyun ? If any 1 who follows me disrespect any of my faternity
844,"Don't want them to fight or turn nasty, ugly, abusive. Twitter shld also block abusive language, how difficult is that ."
845,See a lot of love n respect n happy to b here but then thr is a lot of die hard fans who r going wrong in thr thought process competing .
846,"Continue it n I vil b off twitter. Came here to spread love, share sm thoughts hv fun vit fans  not for them to insult my fraternity. Hut"
847,"Messed up fighting over yr  hero's vit each other. make this journey  beautiful, dint sign up fr this ugly twitter war n not a part of it ."
848,"Fan  who is  on a  false identity   using it to put another actor,friend colleague down ,is no fan of mine,don't like.  simple funda hai."
849,How many of u r on false identities n y?
850,@TheSlyStallone sorry for the delay in acknowledging.Had turned into a punching bag.Now back on my feet JUST A MAN AND HIS WILL TO SURVIVE!
851,Selfie lena acha lagta hai na? Chalo ab #SelfieLeLeRe gaana dekho http://t.co/O7TR07Uzt7 @BBThisEid
852,Chal beta selfie le le re... Go to @BBThisEid and participate in the selfie contest. #Selfielelerecomingsoon http://t.co/k7TdlBCRcu
853,Ye raha #BajrangiBhaijaanTeaser . http://t.co/zjbHZFzwky @BBThisEid
854,Accha laga mtg the wndrful ppl at the Indian embassy yahan Dubai main .
855,Aaj raat India time theek 7:58 baje Star network ke channels aur Hotstar pe. #BBTeaserTonight @BBThisEid
856,"Bajrangi Bhaijaan ka namaste, aapko! #BBTeaserTonight @BBThisEid http://t.co/boVLivo5fr"
857,"Also for all my fans , I will soon start tweeting in हिन्दी and اردو  also."
858,Thanking sharukh n amir for  the 1st look of bajrangi bhaijaan. V touched n extremely happy . God's give them n thr fans all the happiness.
859,Yeh dekho . http://t.co/HsltBmDVAs
860,Tribute to Shotgun..  https://t.co/QvErM9oc1m
861,"@TheSlyStallone  Isse beheter body, director, writer, insaan koi nahi hai. I've always followed him in life but my fault not on socialmedia"
862,@TheSlyStallone  I still workout to eye of the tiger. We all ve seen Rocky n Rambo..  must follow
863,"Agar kisi ko follow karna hai? Bahar ka... inko follow karo 
@TheSlyStallone 
Aapke Hero ka hero
Sylvester Stallone"
864,Kamaal karte ho Varun Dhawan...made ur dad n me so proud of u... happy Shhuddhi http://t.co/DfQtSEqcpo
865,The press con was not to promote Bajrangi Bhaijaan but to rightfully promote Kashmir tourism &amp; it is truly Beautiful http://t.co/2FXaPbWoog
866,Wah yaar Mazza aah Gaya kamal karte ho Kashmirji http://t.co/rmHMDmUFLe
867,Maashallah  Maashallah se yaad aya katrina kaif bhi Kashmir se hai
868,http://t.co/tR9F3CdQDV
869,KASHMIR bahut AMEER in natural beauty... Maashallah  Maashallah http://t.co/y6r6n78rTv
870,Kashmiri sev se sweeter hai Kashmiri bachhe http://t.co/5JtWGYsdc9
871,Flood Kashmir with only tourism tourism tourism http://t.co/JShlsAShjD
872,Kashmir nahi dekha toh Kya dekha kehtey hai kahin jannat hai toh woh idharich hai idharich  hai idharich hai http://t.co/CaEtqs0lxz
873,All those who prayed for and supported me thank u meherbani shukriya .
874,@Thakkarhiral.  hiral's twitter handle.  chota maota  Kahbi kabhi abt me u can ask her. Jab netwrk nahi hota toh I tell her wat to tweet.
875,http://t.co/wsqoC92cSq
876,http://t.co/aGyLPIhuaC
877,http://t.co/i7q7ptw1Gt
878,http://t.co/37cjCfvAtf
879,.  @khanarpita Excited about joining @fendicasa_india to bring the esteemed furniture brand Fendi Casa for Ace Maison to Mumbai!
880,"Dekh lo dubli patli sonakshi devi ko. Abb yakeen aah ya, wah! Kamaal karti ho yaar rajjo. http://t.co/pUAD3tGzgs"
881,RT @khanarpita: Excited about joining @fendicasa_india to bring the esteemed furniture brand Fendi Casa for Ace Maison to Mumbai!
882,Arpita completed 5 yrs on twitter  today.
883,Iss flying parindey k feathers gin k batao toh maanu. http://t.co/0xi0pWiBgs
884,Aur aap sub ko bhi thank u too.
885,"N sorry, sonakshi devi too, she also had a small part to play in me joining twitter n counting followers. Thx dubli patli sonakshi devi."
886,5 yrs on twitter! Thx to arbaaz .
887,Ek Aur . https://t.co/UzmDvjf5mR
888,For you . https://t.co/5XxJ6CwBFT
889,@kavina21 http://t.co/sc7UHqa6T6
890,Come on Zinta. Me watching u Zinta. http://t.co/hOMCrZZowG
891,http://t.co/R7YmWI1r6y
892,http://t.co/uDO3gBMUnm
893,http://t.co/iYEkVeRnlm
894,http://t.co/qWDoaguGJH
895,"Swachh Bharat ke liye ab tak jo nominated hai, did you send pics / videos ?  Send it here . cleanindiawithsk@gmail.com"
896,Dekho . https://t.co/tiQ4YTvqbn
897,Here it is - mera naya Suzuki Gixxer SF . Can't take my eyes off it... #SuzukiGixxerSF http://t.co/rC4Oc3JLMu
898,Wat u think? http://t.co/XL1IfxzQXF
899,One more video . https://t.co/xzHjGPz31S
900,Video from Bajrangi Bhaijaan shoots . https://t.co/g1SgoyG2Rl
901,http://t.co/YlwWA5DqzZ
902,@HiteshG11700861
903,Topi pehnao toh aisi. http://t.co/uTMHLwY2lw
904,http://t.co/UP1GLuMyzO
905,prince Saleem http://t.co/tscIN1j9ih
906,the boys http://t.co/6kds6JWgaJ
907,http://t.co/nIpVQzgvmz
908,http://t.co/Ccfzubrtq4
909,http://t.co/90nALkH7Tq
910,Hemlata n b baaaa http://t.co/nQ62hZPlrj
911,3 khans http://t.co/F2CSJ2I7kz
912,Abt 2 months ago .  Nite veer passed away. http://t.co/CaE6N6A5BC
913,http://t.co/eDsOILnVUN
914,My dad Abdul Rashid Saleem khan http://t.co/3c3hRRmmPZ
915,"Jaldi mat jawaab do. Aaraam se, time lay k, sooch samaaj k. Galat jawaab Dena. Ok?"
916,Toh @ashmitpatel kya bana?
917,"This is amazing, how people adapt ,learn , try another  profession, so amazed n happy for D J ashmit Patel , heard him play, too much fun."
918,viji's story http://t.co/6KNtnXjtSB
919,RT @vijivenkatesh: Glaucoma is incurable &amp; lost vision cannot be restored.Early diagnosis is the only key to save and preserve vision. #Wor…
920,Its the first BH store in Hyderabad .
921,Being Human clothing opens its 33rd exclusive store in Hyderabad at Inorbit mall Hitech city .
922,#BeingHumanClothing now available on the South African website http://t.co/P9R1C3xvck .
923,Hindustan k peoples  mai hai bada dum  VANDE MATARAM .
924,Dolly ki doli Mouth publicity se  collections aaj  have picked up. Glad u guys hv liked the film n spoken abt it.Wah yaar kamal karte ho aap
925,@sumus071
926,Thank uuuuuuuuuu . U r amazing . http://t.co/ApPse8UMBP
927,Want to find out ki aakhir Dolly hai kiski? May be this will give you some clue : http://t.co/kMr5lEUiq3
928,"Good nite . Shub ratri , shabba khair ."
929,Abb so jao . Kal dolly ki dolly ko uthana hai .
930,See it . Its too much fun like I said
931,Dekh k bolna k mai jhoot bolria ? Koi na k mai kufr toliya ? Koi na .
932,The whole bajrangi bhaijaan team watched the movie in a theatre close to us abt 35 km frm us n v loved it . Ma kasaam
933,"Dialogues , script the word is superb . U guys wld love it"
934,Varun
935,Raj kumar
936,Sonam kapoorrrrrrrrrrr
937,Pull kit
938,Abhishek dogra as director
939,Arbaaz as producer
940,Funnn
941,Much
942,Toooo
943,Challo mat poocho but ja k dekho . Its
944,Arre kya yaar
945,Nahi ?
946,Poocha ?
947,Jst watched dolly ki dolly . Poocho kaisi lagi .
948,"Courier Service chahiye... 4 days wait karne padega...
http://t.co/4kn5zrjiCs"
949,Wah yaar kamaal kar diya makhand chand pandey n pulkku .
950,https://t.co/xxDqcYLTHt
951,Best of luck guys . Like I said I vil b watching u . http://t.co/T2oC6BWCcG
952,"Well done farah , well done ."
953,4/4 : its worth a visit . i'm surely  going back for more .
954,3/4 : v did a camp this week and i kept my promise and went to jacqueline's restaurant.
955,2/4 : while shooting KICK jacqueline told me if v do another eye camp in sri lanka i should visit her restaurant also.
956,1/4 :  during d READY schedule in sri lanka v hd dn an eye camp there .
957,is P K not an amazzziiiiing film?
958,25yrs 1 day .
959,Birthday cake pic for u . http://t.co/eyRACm0XLN
960,Saaf karne k baad same amount of garbage thrown bak thr thats quiet sad . http://t.co/EGkkG5uxML
961,those who kill in the name of religion have not read the holy book .
962,RT @QueenRania: Till when will innocent children pay the horrific price of extremism #PeshawarAttack #ThisIsNotIslam
963,RT @QueenRania: Again irreligious extremists hold innocent people hostage and hijack Islam. Our prayers with the hostages #Sydneysiege #Thi…
964,woman is absolutely equal to man and has equal rights.
965,Logon ne fasad ko jihad bana diya.
966,Jihad means struggle . Struggle to be good . Jihad is the most misused word today .
967,Vo hum mai se nahi jiske hath aur zubaan se log mehfooz nahi .
968,"Even wen at war u r nt supposed to harm children, women, old people, religious places and agriculture ."
969,The most heinous crime is killing an innocent
970,"To save 1 innocent life is to save entire humanity , to kill 1 innocent life is like killing entire humanity ."
971,http://t.co/1FMTbjVxHv
972,Mila kya....... ?
973,DKD ka link mila ?
974,2day is #RetailEmployeesDay . Spl thx 2 my wonderful team at Being Human stores .
975,Dekh kar enjoy karenga man
976,Hamare Makhi Pandey ki film Dolly ki Doli ka trailer aaj doopahar Ek baje aa raha hai. Dekhna toh banta hai !!!
977,Wah yaar! Kamaal karte ho mr varun ! Badlapur ? Already tryin diff stuff :) ? Film lookin good. Baap ka record tord do jaldi . Happy fr u .
978,"Corporator , mla n mp plz look in to it . Asap thank u ."
979,2 months k gap mein yeh 3 pics . Request the officials or the residents of bkc to take care of that mess . Thank u salman khan
980,http://t.co/ZuEaOwaIjw
981,Dr Cabbie will release in India soon. Planning something special. Kuch naya.
982,Dr Cabbie drives into  theatres worldwide. Catch it this weekend.
983,Hello America. Dr Cabbie U.S. release today. Ur treat for thanksgiving weekend . #DrCabbie @vinayvirmani24
984,Putting sme exclusive pics on my instgrm . chk it out .. http://t.co/k3DfNto4OL .
985,Now they can do wat ever they want to do http://t.co/XUCu7SJzch
986,They r married . http://t.co/QBgfA99GTG
987,Hav put up sm pics frm the wedding . check it out . http://t.co/fSJ1X0aKPr
988,Thank u for all the blessings n good wishes . Vil tweet sm pics  frm the wedding later . Arpita n ayush thank n appreciate it .
989,"RT @CKforCleanIndia: For the next one year, on every working day, one ICICI Bank branch will clean the area surrounding the branch. #MyClea…"
990,"RT @CKforCleanIndia: Glad to clean area surrounding Backbay Reclamation branch, Mumbai with my colleagues #MyCleanIndia @narendramodi http:…"
991,"Check out our partner @THF_INDIA, they just launched a large scale village development project. #Uttarand2020."
992,"My favorite choreographer no more . Mpk , hahk , baggi , hum saat saat .... Enjoy the songs n make his soul rest in peace . Enjoy this eve."
993,"We've opened more clothing stores in Ambala, Bhopal and Delhi. Look good, do good. http://t.co/ubcIHJAmv9"
994,RT @abdullah_omar: With the SMC team cleaning up flood hit Srinagar cc @beingsalmankhan http://t.co/rsqJv6CUhF
995,"And I nominate Aamir Khan, Azim Premji, Chanda Kochhar, Omar Abdullah, Pradeep Dhoot, Rajat Sharma, Rajinikanth &amp; Vineet Jain."
996,"First, I nominate my fans on Facebook and followers on Twitter. Each one of us can make a difference."
997,I nominate the following for Swachh Bharat campaign and request them to further nominate 9 more people.
998,I started with Karjat yesterday. Yeh Dekho photo’s http://t.co/qgStiMqeEr
999,I once again thank @narendramodi for taking up the Swachh Bharat initiative and nominating me.
1000,Go Vote .
1001,RT @DDNational: RT @adgpi: State Helpline Numbers of Andhra Pradesh. #Hudhud http://t.co/oyWXZE8tPL
1002,"RT @airnewsalerts: हुदहुद तूफान संबंधित हेल्पलाइन 

#Hudhud #HudHudCyclone http://t.co/H3wZHtCc6q"
1003,"RT @worldwidehelp: AP govt, Disaster Management Department, Control room: 
040-23451043
Cyclone #Hudhud"
1004,"RT @worldwidehelp: National Disaster Response Force helplines:
011-26107953
0-9711077372
Cyclone #Hudhud
RT please"
1005,RT @zigzackly: Dear @BeingSalmanKhan. Your fans love you. Please ask them to quit the Dabangg jokes on the #Hudhud hashtag? Gets in the way…
1006,The football grassroots program will shape the next generation of Indian footballers.
1007,I endorse Nita Ambani's vision in the football grassroots program and will work wholeheartedly in supporting it.
1008,"4/4: By creating ISL, IMG-Reliance and Star have put in place an important building block to put Indian football on the global football map."
1009,3/4: I wish ISL all success.
1010,"2/4:But due to my endorsement contracts with Suzuki and Thums Up which conflict with the League sponsors, I can't associate with FCPuneCity."
